회사명,거래소코드,회계년도,[제조]영업이익(손실)(연결),[제조]   이자비용(연결)
(주)큐에스아이,66310,Dec-18,-1053320,0
(주)큐에스아이,66310,Dec-19,416541,21192
(주)큐에스아이,66310,Dec-20,430912,677679
(주)키이스트,54780,Dec-11,2285348,0
(주)키이스트,54780,Dec-12,3011747,0
(주)키이스트,54780,Dec-13,-5563744,32313
(주)키이스트,54780,Dec-14,7890629,76059
(주)키이스트,54780,Dec-15,7601566,112008
(주)키이스트,54780,Dec-16,-313869,80125
(주)키이스트,54780,Dec-17,983966,68366
(주)키이스트,54780,Dec-18,-2413550,149754
(주)키이스트,54780,Dec-19,-1524810,305567
(주)키이스트,54780,Dec-20,1667576,1157719
(주)타이거일렉,219130,Dec-11,5064098,373157
(주)타이거일렉,219130,Dec-12,4254482,257509
(주)타이거일렉,219130,Dec-13,1965558,253711
(주)타이거일렉,219130,Dec-14,3497760,362157
(주)타이거일렉,219130,Dec-15,3020619,365167
(주)타이거일렉,219130,Dec-16,1139125,7936
(주)타이거일렉,219130,Dec-17,4686833,0
(주)타이거일렉,219130,Dec-18,2360780,0
(주)타이거일렉,219130,Dec-19,1460861,49183
(주)타이거일렉,219130,Dec-20,5851407,207977
(주)탑코미디어,134580,Dec-11,4386556,43027
(주)탑코미디어,134580,Dec-12,9223859,11899
(주)탑코미디어,134580,Dec-13,5262563,9437
(주)탑코미디어,134580,Dec-14,4343388,3329
(주)탑코미디어,134580,Dec-15,4612356,0
(주)탑코미디어,134580,Dec-16,-7275618,0
(주)탑코미디어,134580,Dec-17,-10845023,0
(주)탑코미디어,134580,Dec-18,1542572,0
(주)탑코미디어,134580,Dec-19,-4476578,10046
(주)탑코미디어,134580,Dec-20,-3473429,5194
(주)텔레칩스,54450,Dec-11,-4676796,0
(주)텔레칩스,54450,Dec-12,-1884436,7452
(주)텔레칩스,54450,Dec-13,-7918465,0
(주)텔레칩스,54450,Dec-14,1706650,0
(주)텔레칩스,54450,Dec-15,4568889,0
(주)텔레칩스,54450,Dec-16,6640431,0
(주)텔레칩스,54450,Dec-17,6334056,0
(주)텔레칩스,54450,Dec-18,8154892,0
(주)텔레칩스,54450,Dec-19,7646362,37664
(주)텔레칩스,54450,Dec-20,-8475004,211677
(주)투비소프트,79970,Dec-11,2094498,0
(주)투비소프트,79970,Dec-12,3081088,1560
(주)투비소프트,79970,Dec-13,3549051,224502
(주)투비소프트,79970,Dec-14,2293302,76996
(주)투비소프트,79970,Dec-15,1083906,378
(주)투비소프트,79970,Dec-16,2563644,814842
(주)투비소프트,79970,Dec-17,-10006674,1133931
(주)투비소프트,79970,Dec-18,-9419308,1948224
(주)투비소프트,79970,Dec-19,-10802300,1674558
(주)투비소프트,79970,Dec-20,-1985097,3243382
(주)티씨케이,64760,Dec-11,15948987,25265
(주)티씨케이,64760,Dec-12,7988372,0
(주)티씨케이,64760,Dec-13,3478423,0
(주)티씨케이,64760,Dec-14,7050055,0
(주)티씨케이,64760,Dec-15,16089654,0
(주)티씨케이,64760,Dec-16,27429967,0
(주)티씨케이,64760,Dec-17,47730492,0
(주)티씨케이,64760,Dec-18,59075768,0
(주)티씨케이,64760,Dec-19,59171215,11140
(주)티씨케이,64760,Dec-20,80266434,13584
(주)티엘아이,62860,Dec-11,2330987,5033372
(주)티엘아이,62860,Dec-12,11519457,2760883
(주)티엘아이,62860,Dec-13,-4970958,1736852
(주)티엘아이,62860,Dec-14,7082034,1690895
(주)티엘아이,62860,Dec-15,2869605,1761898
(주)티엘아이,62860,Dec-16,-1034265,54414
(주)티엘아이,62860,Dec-17,-3969190,0
(주)티엘아이,62860,Dec-18,-18996290,0
(주)티엘아이,62860,Dec-19,253402,7198
(주)티엘아이,62860,Dec-20,-7863322,7459
(주)파나진,46210,Dec-11,-1735483,1411595
(주)파나진,46210,Dec-12,-4259857,1542901
(주)파나진,46210,Dec-13,-3556189,1201118
(주)파나진,46210,Dec-14,-942877,1214147
(주)파나진,46210,Dec-15,157347,1271750
(주)파나진,46210,Dec-16,-748846,981713
(주)파나진,46210,Dec-17,-2646732,177607
(주)파나진,46210,Dec-18,-1340748,0
(주)파나진,46210,Dec-19,-607899,2456
(주)파나진,46210,Dec-20,5148964,2452
(주)파라다이스,34230,Dec-11,50879370,0
(주)파라다이스,34230,Dec-12,89770644,4883920
(주)파라다이스,34230,Dec-13,134446116,3431687
(주)파라다이스,34230,Dec-14,79047839,3366579
(주)파라다이스,34230,Dec-15,58321729,2993814
(주)파라다이스,34230,Dec-16,65785845,3514315
(주)파라다이스,34230,Dec-17,-29952294,25062962
(주)파라다이스,34230,Dec-18,2407782,32950821
(주)파라다이스,34230,Dec-19,51868334,52045850
(주)파라다이스,34230,Dec-20,-86150820,54604615
(주)파라텍,33540,Dec-11,7291664,390834
(주)파라텍,33540,Dec-12,764643,22512
(주)파라텍,33540,Dec-13,6045360,0
(주)파라텍,33540,Dec-14,7031927,5575
(주)파라텍,33540,Dec-15,4559019,512
(주)파라텍,33540,Dec-16,5469650,81600
(주)파라텍,33540,Dec-17,9589632,293821
(주)파라텍,33540,Dec-18,-138646,832677
(주)파라텍,33540,Dec-19,-37047419,1277425
(주)파라텍,33540,Dec-20,4026832,1049971
(주)파인디지털,38950,Dec-11,2516842,271019
(주)파인디지털,38950,Dec-12,10583878,142686
(주)파인디지털,38950,Dec-13,8033431,19175
(주)파인디지털,38950,Dec-14,7001395,0
(주)파인디지털,38950,Dec-15,-1358745,520
(주)파인디지털,38950,Dec-16,-3693758,110
(주)파인디지털,38950,Dec-17,-3679309,0
(주)파인디지털,38950,Dec-18,1428970,0
(주)파인디지털,38950,Dec-19,-216891,11602
(주)파인디지털,38950,Dec-20,3428146,57267
(주)팍스넷,38160,Dec-11,-3833118,0
(주)팍스넷,38160,Dec-12,-590437,0
(주)팍스넷,38160,Dec-13,-1319395,0
(주)팍스넷,38160,Dec-14,3441029,0
(주)팍스넷,38160,Dec-15,4638238,0
(주)팍스넷,38160,Dec-16,3872788,0
(주)팍스넷,38160,Dec-17,1271747,0
(주)팍스넷,38160,Dec-18,-35475,223648
(주)팍스넷,38160,Dec-19,-16158578,3575166
(주)팍스넷,38160,Dec-20,-8489675,6228185
(주)펩트론,87010,Dec-11,-234783,1093329
(주)펩트론,87010,Dec-12,-1322542,1299072
(주)펩트론,87010,Dec-13,-1458287,994879
(주)펩트론,87010,Dec-14,-2609255,590270
(주)펩트론,87010,Dec-15,-2850195,92284
(주)펩트론,87010,Dec-16,-3564182,68923
(주)펩트론,87010,Dec-17,-4773839,0
(주)펩트론,87010,Dec-18,-7905678,0
(주)펩트론,87010,Dec-19,-12703568,0
(주)펩트론,87010,Dec-20,-17605942,0
(주)폴라리스오피스,41020,Dec-11,651938,1277473
(주)폴라리스오피스,41020,Dec-12,8515312,1148505
(주)폴라리스오피스,41020,Dec-13,10384144,1014271
(주)폴라리스오피스,41020,Dec-14,2503810,981057
(주)폴라리스오피스,41020,Dec-15,-18167782,10759
(주)폴라리스오피스,41020,Dec-16,-24257235,0
(주)폴라리스오피스,41020,Dec-17,-14230849,0
(주)폴라리스오피스,41020,Dec-18,-516728,0
(주)폴라리스오피스,41020,Dec-19,-5948733,117954
(주)폴라리스오피스,41020,Dec-20,-7887420,437729
(주)푸드나무,290720,Dec-17,4330936,0
(주)푸드나무,290720,Dec-18,6542139,0
(주)푸드나무,290720,Dec-19,5467595,18951
(주)푸드나무,290720,Dec-20,6644522,13442
(주)피제이전자,6140,Dec-11,10696722,432579
(주)피제이전자,6140,Dec-12,11521174,332068
(주)피제이전자,6140,Dec-13,10947357,181439
(주)피제이전자,6140,Dec-14,7367314,25564
(주)피제이전자,6140,Dec-15,6994619,21774
(주)피제이전자,6140,Dec-16,7071926,0
(주)피제이전자,6140,Dec-17,7448132,0
(주)피제이전자,6140,Dec-18,6108070,0
(주)피제이전자,6140,Dec-19,5890548,138288
(주)피제이전자,6140,Dec-20,5579122,277732
(주)픽셀플러스,87600,Dec-11,10688609,208785
(주)픽셀플러스,87600,Dec-12,30828704,30677
(주)픽셀플러스,87600,Dec-13,46419383,0
(주)픽셀플러스,87600,Dec-14,21792538,0
(주)픽셀플러스,87600,Dec-15,9277432,0
(주)픽셀플러스,87600,Dec-16,-7424088,0
(주)픽셀플러스,87600,Dec-17,-10712774,0
(주)픽셀플러스,87600,Dec-18,-9428070,0
(주)픽셀플러스,87600,Dec-19,-8347275,53753
(주)픽셀플러스,87600,Dec-20,974049,69135
(주)하나기술,299030,Dec-17,5123591,340916
(주)하나기술,299030,Dec-18,5188797,595807
(주)하나기술,299030,Dec-19,5743366,329043
(주)하나기술,299030,Dec-20,-4510555,0
(주)하이로닉,149980,Dec-11,829301,14470
(주)하이로닉,149980,Dec-12,2760109,17556
(주)하이로닉,149980,Dec-13,3631909,8372
(주)하이로닉,149980,Dec-14,7649555,18192
(주)하이로닉,149980,Dec-15,2089544,25050
(주)하이로닉,149980,Dec-16,347124,0
(주)하이로닉,149980,Dec-17,1748125,64277
(주)하이로닉,149980,Dec-18,-28353,102236
(주)하이로닉,149980,Dec-19,2612626,68164
(주)하이로닉,149980,Dec-20,1235437,58949
(주)하이텍팜,106190,Dec-11,13064851,0
(주)하이텍팜,106190,Dec-12,10842076,0
(주)하이텍팜,106190,Dec-13,12281614,0
(주)하이텍팜,106190,Dec-14,7886730,14531
(주)하이텍팜,106190,Dec-15,5397823,39976
(주)하이텍팜,106190,Dec-16,5176088,32410
(주)하이텍팜,106190,Dec-17,3271141,33543
(주)하이텍팜,106190,Dec-18,2082887,39037
(주)하이텍팜,106190,Dec-19,-4524865,290180
(주)하이텍팜,106190,Dec-20,-3323862,327023
(주)하츠,66130,Dec-11,1106353,41815
(주)하츠,66130,Dec-12,-2417920,30478
(주)하츠,66130,Dec-13,-67176,7253
(주)하츠,66130,Dec-14,3746206,4016
(주)하츠,66130,Dec-15,4475704,3877
(주)하츠,66130,Dec-16,4391599,299
(주)하츠,66130,Dec-17,5247724,0
(주)하츠,66130,Dec-18,1250559,3158
(주)하츠,66130,Dec-19,2497963,16792
(주)하츠,66130,Dec-20,7938567,22521
(주)한국경제티브이,39340,Dec-11,10503448,0
(주)한국경제티브이,39340,Dec-12,6548220,49080
(주)한국경제티브이,39340,Dec-13,2148621,22114
(주)한국경제티브이,39340,Dec-14,5071507,77028
(주)한국경제티브이,39340,Dec-15,11465843,31366
(주)한국경제티브이,39340,Dec-16,14378501,0
(주)한국경제티브이,39340,Dec-17,9084331,75419
(주)한국경제티브이,39340,Dec-18,15546640,196838
(주)한국경제티브이,39340,Dec-19,13691976,268529
(주)한국경제티브이,39340,Dec-20,18182633,257273
(주)한글과컴퓨터,30520,Dec-11,22375388,843
(주)한글과컴퓨터,30520,Dec-12,24758777,0
(주)한글과컴퓨터,30520,Dec-13,25079192,76
(주)한글과컴퓨터,30520,Dec-14,27486141,0
(주)한글과컴퓨터,30520,Dec-15,27919195,0
(주)한글과컴퓨터,30520,Dec-16,29041333,3578
(주)한글과컴퓨터,30520,Dec-17,32286496,2029904
(주)한글과컴퓨터,30520,Dec-18,42481575,11759501
(주)한글과컴퓨터,30520,Dec-19,33207231,12747435
(주)한글과컴퓨터,30520,Dec-20,68214218,8874915
(주)헬릭스미스,84990,Dec-11,-3053483,972328
(주)헬릭스미스,84990,Dec-12,-1676179,140003
(주)헬릭스미스,84990,Dec-13,378665,111
(주)헬릭스미스,84990,Dec-14,246462,0
(주)헬릭스미스,84990,Dec-15,1072455,0
(주)헬릭스미스,84990,Dec-16,303380,0
(주)헬릭스미스,84990,Dec-17,-6941157,77391
(주)헬릭스미스,84990,Dec-18,-21203499,1005836
(주)헬릭스미스,84990,Dec-19,-41733789,5920962
(주)헬릭스미스,84990,Dec-20,-71100610,16504393
(주)현대공업,170030,Dec-11,3643826,241198
(주)현대공업,170030,Dec-12,9271100,175913
(주)현대공업,170030,Dec-13,15814786,59911
(주)현대공업,170030,Dec-14,16215834,0
(주)현대공업,170030,Dec-15,16028925,0
(주)현대공업,170030,Dec-16,18205664,0
(주)현대공업,170030,Dec-17,9112603,0
(주)현대공업,170030,Dec-18,-576917,0
(주)현대공업,170030,Dec-19,3354151,77820
(주)현대공업,170030,Dec-20,12650276,52849
(주)현대이지웰,90850,Dec-11,5334952,350185
(주)현대이지웰,90850,Dec-12,4411086,103675
(주)현대이지웰,90850,Dec-13,4741756,18663
(주)현대이지웰,90850,Dec-14,4935664,0
(주)현대이지웰,90850,Dec-15,4575470,0
(주)현대이지웰,90850,Dec-16,604133,5381
(주)현대이지웰,90850,Dec-17,4330782,282917
(주)현대이지웰,90850,Dec-18,7001402,639277
(주)현대이지웰,90850,Dec-19,9407463,392796
(주)현대이지웰,90850,Dec-20,13310938,349468
(주)홈센타홀딩스,60560,Dec-11,2935848,495095
(주)홈센타홀딩스,60560,Dec-12,166582,843483
(주)홈센타홀딩스,60560,Dec-13,2078907,739390
(주)홈센타홀딩스,60560,Dec-14,-2472422,0
(주)홈센타홀딩스,60560,Dec-15,2159994,285818
(주)홈센타홀딩스,60560,Dec-16,66209,887816
(주)홈센타홀딩스,60560,Dec-17,1531877,3960808
(주)홈센타홀딩스,60560,Dec-18,-4917182,4326203
(주)홈센타홀딩스,60560,Dec-19,2558151,4210300
(주)홈센타홀딩스,60560,Dec-20,6585716,4033957
(주)화신정공,126640,Dec-11,1845260,213962
(주)화신정공,126640,Dec-12,7207043,272229
(주)화신정공,126640,Dec-13,8210029,337514
(주)화신정공,126640,Dec-14,6310667,149444
(주)화신정공,126640,Dec-15,5152235,50930
(주)화신정공,126640,Dec-16,4456444,0
(주)화신정공,126640,Dec-17,2826805,85
(주)화신정공,126640,Dec-18,1530266,22767
(주)화신정공,126640,Dec-19,4004775,262289
(주)화신정공,126640,Dec-20,6606073,603082
고려신용정보(주),49720,Dec-11,2678575,12881
고려신용정보(주),49720,Dec-12,1845174,10752
고려신용정보(주),49720,Dec-13,274570,16683
고려신용정보(주),49720,Dec-14,1791490,44274
고려신용정보(주),49720,Dec-15,5140110,38032
고려신용정보(주),49720,Dec-16,5415998,62
고려신용정보(주),49720,Dec-17,4989049,0
고려신용정보(주),49720,Dec-18,7324008,0
고려신용정보(주),49720,Dec-19,8083788,133164
고려신용정보(주),49720,Dec-20,10461699,578869
나이스평가정보(주),30190,Dec-11,20997344,0
나이스평가정보(주),30190,Dec-12,19386917,747
나이스평가정보(주),30190,Dec-13,22075187,7826
나이스평가정보(주),30190,Dec-14,22815676,4095
나이스평가정보(주),30190,Dec-15,28116317,14076
나이스평가정보(주),30190,Dec-16,39206934,0
나이스평가정보(주),30190,Dec-17,42623652,0
나이스평가정보(주),30190,Dec-18,48605376,0
나이스평가정보(주),30190,Dec-19,51340883,406160
나이스평가정보(주),30190,Dec-20,62718417,467393
남화산업(주),111710,Dec-11,8659244,1071921
남화산업(주),111710,Dec-12,6667531,896647
남화산업(주),111710,Dec-13,5525886,297261
남화산업(주),111710,Dec-14,3593584,132259
남화산업(주),111710,Dec-15,4291848,84196
남화산업(주),111710,Dec-16,3305196,43421
남화산업(주),111710,Dec-17,4378393,9545
남화산업(주),111710,Dec-18,3732796,0
남화산업(주),111710,Dec-19,5545771,0
남화산업(주),111710,Dec-20,7450789,0
남화토건(주),91590,Dec-11,8684570,0
남화토건(주),91590,Dec-12,5117490,0
남화토건(주),91590,Dec-13,3105668,0
남화토건(주),91590,Dec-14,3143954,0
남화토건(주),91590,Dec-15,-1508090,0
남화토건(주),91590,Dec-16,3430927,0
남화토건(주),91590,Dec-17,5330586,0
남화토건(주),91590,Dec-18,1184315,0
남화토건(주),91590,Dec-19,1681984,0
남화토건(주),91590,Dec-20,4593398,0
대양전기공업(주),108380,Dec-11,9824749,41277
대양전기공업(주),108380,Dec-12,15429888,100396
대양전기공업(주),108380,Dec-13,17397022,2469
대양전기공업(주),108380,Dec-14,15652271,3577
대양전기공업(주),108380,Dec-15,17925202,2796
대양전기공업(주),108380,Dec-16,18314534,1598
대양전기공업(주),108380,Dec-17,14747504,409
대양전기공업(주),108380,Dec-18,9492282,0
대양전기공업(주),108380,Dec-19,14859314,22467
대양전기공업(주),108380,Dec-20,16298014,0
대주전자재료(주),78600,Dec-11,9654710,0
대주전자재료(주),78600,Dec-12,8503940,3081010
대주전자재료(주),78600,Dec-13,1378300,1771173
대주전자재료(주),78600,Dec-14,326559,1391017
대주전자재료(주),78600,Dec-15,-2323080,1286698
대주전자재료(주),78600,Dec-16,4035093,2412156
대주전자재료(주),78600,Dec-17,2977464,2519908
대주전자재료(주),78600,Dec-18,3740663,2577723
대주전자재료(주),78600,Dec-19,2663206,2569384
대주전자재료(주),78600,Dec-20,9021434,2802017
데브시스터즈(주),194480,Dec-13,24093444,387915
데브시스터즈(주),194480,Dec-14,33026444,99102
데브시스터즈(주),194480,Dec-15,-4134478,0
데브시스터즈(주),194480,Dec-16,-12120671,0
데브시스터즈(주),194480,Dec-17,-14370381,3219
데브시스터즈(주),194480,Dec-18,-12322058,5450
데브시스터즈(주),194480,Dec-19,-22185728,85075
데브시스터즈(주),194480,Dec-20,-6123222,16197
동양파일(주),228340,Dec-14,25777360,5384901
동양파일(주),228340,Dec-15,34897506,2393796
동양파일(주),228340,Dec-16,38449581,1169593
동양파일(주),228340,Dec-17,14717483,401057
동양파일(주),228340,Dec-18,-2209925,0
동양파일(주),228340,Dec-19,-5490940,2632
동양파일(주),228340,Dec-20,-4054347,2385
디엑스앤브이엑스(주),180400,Dec-13,-19501,250000
디엑스앤브이엑스(주),180400,Dec-14,362097,201647
디엑스앤브이엑스(주),180400,Dec-15,561380,0
디엑스앤브이엑스(주),180400,Dec-16,-681656,0
디엑스앤브이엑스(주),180400,Dec-17,-3249191,186621
디엑스앤브이엑스(주),180400,Dec-18,-7982438,3398314
디엑스앤브이엑스(주),180400,Dec-19,-6983561,1331823
디엑스앤브이엑스(주),180400,Dec-20,-5979079,248429
리노공업(주),58470,Dec-11,23432594,0
리노공업(주),58470,Dec-12,27739233,0
리노공업(주),58470,Dec-13,28829491,0
리노공업(주),58470,Dec-14,32718314,0
리노공업(주),58470,Dec-15,36009931,0
리노공업(주),58470,Dec-16,39316220,0
리노공업(주),58470,Dec-17,49156999,0
리노공업(주),58470,Dec-18,51196135,0
리노공업(주),58470,Dec-19,64141630,7924
리노공업(주),58470,Dec-20,77881754,6397
마이크로로봇(주),182690,Dec-11,851064,690123
마이크로로봇(주),182690,Dec-12,3903821,538589
마이크로로봇(주),182690,Dec-13,6607293,344857
마이크로로봇(주),182690,Dec-14,4780184,112010
마이크로로봇(주),182690,Dec-15,1620829,0
마이크로로봇(주),182690,Dec-16,-4305834,0
마이크로로봇(주),182690,Dec-17,-5176791,4517
마이크로로봇(주),182690,Dec-18,-6523301,551535
마이크로로봇(주),182690,Dec-19,-4184456,896255
마이크로로봇(주),182690,Dec-20,-509191,2148374
삼목에스폼(주),18310,Dec-11,4292313,841038
삼목에스폼(주),18310,Dec-12,6819122,616743
삼목에스폼(주),18310,Dec-13,25719183,1538707
삼목에스폼(주),18310,Dec-14,49814516,354053
삼목에스폼(주),18310,Dec-15,41177087,645
삼목에스폼(주),18310,Dec-16,46188432,0
삼목에스폼(주),18310,Dec-17,44254684,0
삼목에스폼(주),18310,Dec-18,43748596,0
삼목에스폼(주),18310,Dec-19,11367058,49880
삼목에스폼(주),18310,Dec-20,-12650723,48025
삼아제약(주),9300,Dec-11,7574481,561576
삼아제약(주),9300,Dec-12,9274160,516202
삼아제약(주),9300,Dec-13,6054747,390861
삼아제약(주),9300,Dec-14,5811746,69882
삼아제약(주),9300,Dec-15,6051081,3366
삼아제약(주),9300,Dec-16,9576560,515
삼아제약(주),9300,Dec-17,7610609,0
삼아제약(주),9300,Dec-18,9360979,0
삼아제약(주),9300,Dec-19,10396874,60855
삼아제약(주),9300,Dec-20,3930495,202939
삼현철강(주),17480,Dec-11,20362541,383659
삼현철강(주),17480,Dec-12,10637141,458578
삼현철강(주),17480,Dec-13,9537089,769954
삼현철강(주),17480,Dec-14,9162998,402608
삼현철강(주),17480,Dec-15,7289662,91963
삼현철강(주),17480,Dec-16,7838464,0
삼현철강(주),17480,Dec-17,9119835,0
삼현철강(주),17480,Dec-18,9028915,0
삼현철강(주),17480,Dec-19,7948388,5483
삼현철강(주),17480,Dec-20,8630241,4026
서암기계공업(주),100660,Dec-11,8108428,64200
서암기계공업(주),100660,Dec-12,6368717,43929
서암기계공업(주),100660,Dec-13,2081082,10463
서암기계공업(주),100660,Dec-14,979990,0
서암기계공업(주),100660,Dec-15,673016,0
서암기계공업(주),100660,Dec-16,38364,0
서암기계공업(주),100660,Dec-17,2315027,0
서암기계공업(주),100660,Dec-18,3071249,0
서암기계공업(주),100660,Dec-19,1505005,0
서암기계공업(주),100660,Dec-20,-451562,0
서호전기(주),65710,Dec-11,-588133,0
서호전기(주),65710,Dec-12,425318,60462
서호전기(주),65710,Dec-13,1207581,39074
서호전기(주),65710,Dec-14,2420041,37455
서호전기(주),65710,Dec-15,3347999,82672
서호전기(주),65710,Dec-16,7865944,81134
서호전기(주),65710,Dec-17,12988135,78239
서호전기(주),65710,Dec-18,6540195,139111
서호전기(주),65710,Dec-19,12245033,115707
서호전기(주),65710,Dec-20,11306246,196732
애니젠(주),196300,Dec-11,-825379,59761
애니젠(주),196300,Dec-12,-62874,88421
애니젠(주),196300,Dec-13,412368,414136
애니젠(주),196300,Dec-14,-121047,480840
애니젠(주),196300,Dec-15,-1183223,440920
애니젠(주),196300,Dec-16,-1053225,168355
애니젠(주),196300,Dec-17,273915,0
애니젠(주),196300,Dec-18,-5151124,617928
애니젠(주),196300,Dec-19,-4260151,1234413
애니젠(주),196300,Dec-20,-1046686,1425408
어보브반도체(주),102120,Dec-11,4671431,225109
어보브반도체(주),102120,Dec-12,7380185,215308
어보브반도체(주),102120,Dec-13,9321739,118669
어보브반도체(주),102120,Dec-14,7157808,82371
어보브반도체(주),102120,Dec-15,6509092,70012
어보브반도체(주),102120,Dec-16,9259423,79787
어보브반도체(주),102120,Dec-17,7541113,37730
어보브반도체(주),102120,Dec-18,7761850,0
어보브반도체(주),102120,Dec-19,13925855,28366
어보브반도체(주),102120,Dec-20,17621134,309279
에스씨아이평가정보(주),36120,Dec-11,1401289,0
에스씨아이평가정보(주),36120,Dec-12,-31767,0
에스씨아이평가정보(주),36120,Dec-13,811377,0
에스씨아이평가정보(주),36120,Dec-14,146277,0
에스씨아이평가정보(주),36120,Dec-15,976048,0
에스씨아이평가정보(주),36120,Dec-16,205057,0
에스씨아이평가정보(주),36120,Dec-17,5841,314
에스씨아이평가정보(주),36120,Dec-18,1323111,581
에스씨아이평가정보(주),36120,Dec-19,6923880,20824
에스씨아이평가정보(주),36120,Dec-20,8297354,17038
에스케이커뮤니케이션즈(주),66270,Dec-11,4395585,12233
에스케이커뮤니케이션즈(주),66270,Dec-12,-46915709,459
에스케이커뮤니케이션즈(주),66270,Dec-13,-44814992,0
에스케이커뮤니케이션즈(주),66270,Dec-14,-15973102,0
에스케이커뮤니케이션즈(주),66270,Dec-15,-8947475,0
에스텍(주),69510,Dec-11,11789554,0
에스텍(주),69510,Dec-12,9651881,159081
에스텍(주),69510,Dec-13,12912883,180098
에스텍(주),69510,Dec-14,17915962,299303
에스텍(주),69510,Dec-15,15898296,388153
에스텍(주),69510,Dec-16,17237111,295292
에스텍(주),69510,Dec-17,16016577,290832
에스텍(주),69510,Dec-18,18030194,425415
에스텍(주),69510,Dec-19,17480872,351922
에스텍(주),69510,Dec-20,13323896,198462
에스티팜(주),237690,Dec-11,8462770,4059297
에스티팜(주),237690,Dec-12,10195296,3964617
에스티팜(주),237690,Dec-13,10857388,3983334
에스티팜(주),237690,Dec-14,9729024,3907781
에스티팜(주),237690,Dec-15,34471599,4410965
에스티팜(주),237690,Dec-16,77583474,1244573
에스티팜(주),237690,Dec-17,61834151,63606
에스티팜(주),237690,Dec-18,-15646303,0
에스티팜(주),237690,Dec-19,-26703332,78870
에스티팜(주),237690,Dec-20,-18816957,644583
에이피티씨(주),89970,Dec-11,-1003645,310980
에이피티씨(주),89970,Dec-12,-1275734,324380
에이피티씨(주),89970,Dec-13,-5225696,310892
에이피티씨(주),89970,Dec-14,-4311418,282659
에이피티씨(주),89970,Dec-17,12690445,14594
에이피티씨(주),89970,Dec-18,21069166,0
에이피티씨(주),89970,Dec-19,16122699,22182
에이피티씨(주),89970,Dec-20,29621978,16807
엑스큐어(주),70300,Dec-11,5033979,28058
엑스큐어(주),70300,Dec-12,-1912161,14010
엑스큐어(주),70300,Dec-13,1314207,1721
엑스큐어(주),70300,Dec-14,-3977511,2969
엑스큐어(주),70300,Dec-15,522571,0
엑스큐어(주),70300,Dec-16,-3099144,28872
엑스큐어(주),70300,Dec-17,-1873057,8914
엑스큐어(주),70300,Dec-18,-1490364,0
엑스큐어(주),70300,Dec-19,484065,15290
엑스큐어(주),70300,Dec-20,-541946,111492
영풍정밀(주),36560,Dec-11,20460950,37513
영풍정밀(주),36560,Dec-12,13316186,36923
영풍정밀(주),36560,Dec-13,9410191,33655
영풍정밀(주),36560,Dec-14,9980917,32065
영풍정밀(주),36560,Dec-15,6537147,103343
영풍정밀(주),36560,Dec-16,4429675,2684
영풍정밀(주),36560,Dec-17,7471788,0
영풍정밀(주),36560,Dec-18,9110042,0
영풍정밀(주),36560,Dec-19,10110293,13058
영풍정밀(주),36560,Dec-20,10335418,9159
와이더블유(주),51390,Dec-11,3568397,0
와이더블유(주),51390,Dec-12,1661830,41100
와이더블유(주),51390,Dec-13,2198996,347086
와이더블유(주),51390,Dec-14,869100,331643
와이더블유(주),51390,Dec-15,1569874,492904
와이더블유(주),51390,Dec-16,3968462,550988
와이더블유(주),51390,Dec-17,4209073,558296
와이더블유(주),51390,Dec-18,3275619,1432810
와이더블유(주),51390,Dec-19,2753403,1752328
와이더블유(주),51390,Dec-20,3626743,1868704
와토스코리아(주),79000,Dec-11,3633394,0
와토스코리아(주),79000,Dec-12,2941694,0
와토스코리아(주),79000,Dec-13,2579473,0
와토스코리아(주),79000,Dec-14,3862879,0
와토스코리아(주),79000,Dec-15,4245911,0
와토스코리아(주),79000,Dec-16,2558197,0
와토스코리아(주),79000,Dec-17,3537753,0
와토스코리아(주),79000,Dec-18,2006407,0
와토스코리아(주),79000,Dec-19,505797,32117
와토스코리아(주),79000,Dec-20,156507,19928
웨이포트유한공사,900130,Dec-11,2737826,2567527
웨이포트유한공사,900130,Dec-12,-7239812,0
웨이포트유한공사,900130,Dec-13,-7332495,3751966
웨이포트유한공사,900130,Dec-14,-9616356,3795174
웨이포트유한공사,900130,Dec-15,-1018239,3983107
웨이포트유한공사,900130,Dec-16,-4120374,3912490
위즈코프(주),38620,Dec-11,-1071134,0
위즈코프(주),38620,Dec-12,-856687,0
위즈코프(주),38620,Dec-13,-219382,200978
위즈코프(주),38620,Dec-14,466698,476604
위즈코프(주),38620,Dec-15,290169,23004
위즈코프(주),38620,Dec-16,1067923,0
위즈코프(주),38620,Dec-17,922851,134485
위즈코프(주),38620,Dec-18,763191,133535
위즈코프(주),38620,Dec-19,1039680,94886
위즈코프(주),38620,Dec-20,307775,181832
유아이엘(주),49520,Dec-11,-2190203,186075
유아이엘(주),49520,Dec-12,7855257,91720
유아이엘(주),49520,Dec-13,19419325,264055
유아이엘(주),49520,Dec-14,27035662,1181512
유아이엘(주),49520,Dec-15,24069835,1145329
유아이엘(주),49520,Dec-16,20066496,902448
유아이엘(주),49520,Dec-17,24336006,0
유아이엘(주),49520,Dec-18,8371817,0
유아이엘(주),49520,Dec-19,8864171,33587
유아이엘(주),49520,Dec-20,-12718504,96494
이원컴포텍(주),88290,Dec-11,551908,0
이원컴포텍(주),88290,Dec-12,-56561,80517
