회사명,거래소코드,회계년도,상장폐지일
(주)아이엠,101390,2014/12,
(주)아이엠,101390,2015/12,
(주)아이엠,101390,2016/12,
(주)아이엠,101390,2017/12,
(주)아이엠,101390,2018/12,
(주)아이엠,101390,2019/12,
(주)아이엠,101390,2020/12,
(주)아이엠비씨,052220,2011/12,
(주)아이엠비씨,052220,2012/12,
(주)아이엠비씨,052220,2013/12,
(주)아이엠비씨,052220,2014/12,
(주)아이엠비씨,052220,2015/12,
(주)아이엠비씨,052220,2016/12,
(주)아이엠비씨,052220,2017/12,
(주)아이엠비씨,052220,2018/12,
(주)아이엠비씨,052220,2019/12,
(주)아이엠비씨,052220,2020/12,
(주)아이오케이컴퍼니,078860,2011/12,
(주)아이오케이컴퍼니,078860,2012/12,
(주)아이오케이컴퍼니,078860,2013/12,
(주)아이오케이컴퍼니,078860,2014/12,
(주)아이오케이컴퍼니,078860,2015/12,
(주)아이오케이컴퍼니,078860,2016/12,
(주)아이오케이컴퍼니,078860,2017/12,
(주)아이오케이컴퍼니,078860,2018/12,
(주)아이오케이컴퍼니,078860,2019/12,
(주)아이오케이컴퍼니,078860,2020/12,
(주)아이윈,090150,2011/12,
(주)아이윈,090150,2012/12,
(주)아이윈,090150,2013/12,
(주)아이윈,090150,2014/12,
(주)아이윈,090150,2015/12,
(주)아이윈,090150,2016/12,
(주)아이윈,090150,2017/12,
(주)아이윈,090150,2018/12,
(주)아이윈,090150,2019/12,
(주)아이윈,090150,2020/12,
(주)아이윈플러스,123010,2016/12,
(주)아이윈플러스,123010,2017/12,
(주)아이윈플러스,123010,2018/12,
(주)아이윈플러스,123010,2019/12,
(주)아이윈플러스,123010,2020/12,
(주)아이즈비전,031310,2011/12,
(주)아이즈비전,031310,2012/12,
(주)아이즈비전,031310,2013/12,
(주)아이즈비전,031310,2014/12,
(주)아이즈비전,031310,2015/12,
(주)아이즈비전,031310,2016/12,
(주)아이즈비전,031310,2017/12,
(주)아이즈비전,031310,2018/12,
(주)아이즈비전,031310,2019/12,
(주)아이즈비전,031310,2020/12,
(주)아이컴포넌트,059100,2011/12,
(주)아이컴포넌트,059100,2012/12,
(주)아이컴포넌트,059100,2013/12,
(주)아이컴포넌트,059100,2014/12,
(주)아이컴포넌트,059100,2015/12,
(주)아이컴포넌트,059100,2016/12,
(주)아이컴포넌트,059100,2017/12,
(주)아이컴포넌트,059100,2018/12,
(주)아이컴포넌트,059100,2019/12,
(주)아이컴포넌트,059100,2020/12,
(주)아이톡시,052770,2011/12,
(주)아이톡시,052770,2012/12,
(주)아이톡시,052770,2013/12,
(주)아이톡시,052770,2014/12,
(주)아이톡시,052770,2015/12,
(주)아이톡시,052770,2016/12,
(주)아이톡시,052770,2017/12,
(주)아이톡시,052770,2018/12,
(주)아이톡시,052770,2019/12,
(주)아이톡시,052770,2020/12,
(주)아이티센,124500,2015/03,
(주)아이티센,124500,2016/12,
(주)아이티센,124500,2017/12,
(주)아이티센,124500,2018/12,
(주)아이티센,124500,2019/12,
(주)아이티센,124500,2020/12,
(주)아이티엑스에이아이,099520,2011/12,
(주)아이티엑스에이아이,099520,2012/12,
(주)아이티엑스에이아이,099520,2013/12,
(주)아이티엑스에이아이,099520,2014/12,
(주)아이티엑스에이아이,099520,2015/12,
(주)아이티엑스에이아이,099520,2016/12,
(주)아이티엑스에이아이,099520,2017/12,
(주)아이티엑스에이아이,099520,2018/12,
(주)아이티엑스에이아이,099520,2019/12,
(주)아이티엑스에이아이,099520,2020/12,
(주)아이티엠반도체,084850,2019/12,
(주)아이티엠반도체,084850,2020/12,
(주)아이팩토리,053810,2011/12,2016/09/19
(주)아이팩토리,053810,2012/12,2016/09/19
(주)아이팩토리,053810,2013/12,2016/09/19
(주)아이팩토리,053810,2014/12,2016/09/19
(주)아이팩토리,053810,2015/12,2016/09/19
(주)아인스엠앤엠,040740,2011/12,2012/05/01
(주)아즈텍더블유비이,032080,2011/12,
(주)아즈텍더블유비이,032080,2012/12,
(주)아즈텍더블유비이,032080,2013/12,
(주)아즈텍더블유비이,032080,2014/12,
(주)아즈텍더블유비이,032080,2015/12,
(주)아즈텍더블유비이,032080,2016/12,
(주)아즈텍더블유비이,032080,2017/12,
(주)아즈텍더블유비이,032080,2018/12,
(주)아즈텍더블유비이,032080,2019/12,
(주)아즈텍더블유비이,032080,2020/12,
(주)아진엑스텍,059120,2014/12,
(주)아진엑스텍,059120,2015/12,
(주)아진엑스텍,059120,2016/12,
(주)아진엑스텍,059120,2017/12,
(주)아진엑스텍,059120,2018/12,
(주)아진엑스텍,059120,2019/12,
(주)아진엑스텍,059120,2020/12,
(주)아큐텍,013780,2011/12,2013/04/23
(주)아큐텍,013780,2012/12,2013/04/23
(주)아톤,158430,2019/12,
(주)아톤,158430,2020/12,
(주)아프리카티비,067160,2011/12,
(주)아프리카티비,067160,2012/12,
(주)아프리카티비,067160,2013/12,
(주)아프리카티비,067160,2014/12,
(주)아프리카티비,067160,2015/12,
(주)아프리카티비,067160,2016/12,
(주)아프리카티비,067160,2017/12,
(주)아프리카티비,067160,2018/12,
(주)아프리카티비,067160,2019/12,
(주)아프리카티비,067160,2020/12,
(주)안랩,053800,2011/12,
(주)안랩,053800,2012/12,
(주)안랩,053800,2013/12,
(주)안랩,053800,2014/12,
(주)안랩,053800,2015/12,
(주)안랩,053800,2016/12,
(주)안랩,053800,2017/12,
(주)안랩,053800,2018/12,
(주)안랩,053800,2019/12,
(주)안랩,053800,2020/12,
(주)안트로젠,065660,2016/12,
(주)안트로젠,065660,2017/12,
(주)안트로젠,065660,2018/12,
(주)안트로젠,065660,2019/12,
(주)안트로젠,065660,2020/12,
(주)알로이스,271400,2017/12,2019/10/01
(주)알로이스,297570,2018/12,
(주)알로이스,271400,2018/12,2019/10/01
(주)알로이스,297570,2019/12,
(주)알로이스,297570,2020/12,
(주)알에프세미,096610,2011/12,
(주)알에프세미,096610,2012/12,
(주)알에프세미,096610,2013/12,
(주)알에프세미,096610,2014/12,
(주)알에프세미,096610,2015/12,
(주)알에프세미,096610,2016/12,
(주)알에프세미,096610,2017/12,
(주)알에프세미,096610,2018/12,
(주)알에프세미,096610,2019/12,
(주)알에프세미,096610,2020/12,
(주)알에프텍,061040,2011/12,
(주)알에프텍,061040,2012/12,
(주)알에프텍,061040,2013/12,
(주)알에프텍,061040,2014/12,
(주)알에프텍,061040,2015/12,
(주)알에프텍,061040,2016/12,
(주)알에프텍,061040,2017/12,
(주)알에프텍,061040,2018/12,
(주)알에프텍,061040,2019/12,
(주)알에프텍,061040,2020/12,
(주)알엔투테크놀로지,148250,2016/12,
(주)알엔투테크놀로지,148250,2017/12,
(주)알엔투테크놀로지,148250,2018/12,
(주)알엔투테크놀로지,148250,2019/12,
(주)알엔투테크놀로지,148250,2020/12,
(주)알체라,347860,2020/12,
(주)알테오젠,196170,2014/12,
(주)알테오젠,196170,2015/12,
(주)알테오젠,196170,2016/12,
(주)알테오젠,196170,2017/12,
(주)알테오젠,196170,2018/12,
(주)알테오젠,196170,2019/12,
(주)알테오젠,196170,2020/12,
(주)알톤스포츠,123750,2011/12,
(주)알톤스포츠,123750,2012/12,
(주)알톤스포츠,123750,2013/12,
(주)알톤스포츠,123750,2014/12,
(주)알톤스포츠,123750,2015/12,
(주)알톤스포츠,123750,2016/12,
(주)알톤스포츠,123750,2017/12,
(주)알톤스포츠,123750,2018/12,
(주)알톤스포츠,123750,2019/12,
(주)알톤스포츠,123750,2020/12,
(주)알티캐스트,085810,2013/12,
(주)알티캐스트,085810,2014/12,
(주)알티캐스트,085810,2015/12,
(주)알티캐스트,085810,2016/12,
(주)알티캐스트,085810,2017/12,
(주)알티캐스트,085810,2018/12,
(주)알티캐스트,085810,2019/12,
(주)알티캐스트,085810,2020/12,
(주)알파홀딩스,117670,2011/12,
(주)알파홀딩스,117670,2012/12,
(주)알파홀딩스,117670,2013/12,
(주)알파홀딩스,117670,2014/12,
(주)알파홀딩스,117670,2015/12,
(주)알파홀딩스,117670,2016/12,
(주)알파홀딩스,117670,2017/12,
(주)알파홀딩스,117670,2018/12,
(주)알파홀딩스,117670,2019/12,
(주)알파홀딩스,117670,2020/12,
(주)압타머사이언스,291650,2020/12,
(주)애니플러스,310200,2018/12,
(주)애니플러스,310200,2019/12,
(주)애니플러스,310200,2020/12,
(주)애드바이오텍,179530,2019/12,
(주)애드바이오텍,179530,2020/12,
(주)액션스퀘어,205500,2014/12,
(주)액션스퀘어,205500,2015/12,
(주)액션스퀘어,205500,2016/12,
(주)액션스퀘어,205500,2017/12,
(주)액션스퀘어,205500,2018/12,
(주)액션스퀘어,205500,2019/12,
(주)액션스퀘어,205500,2020/12,
(주)액토즈소프트,052790,2011/12,
(주)액토즈소프트,052790,2012/12,
(주)액토즈소프트,052790,2013/12,
(주)액토즈소프트,052790,2014/12,
(주)액토즈소프트,052790,2015/12,
(주)액토즈소프트,052790,2016/12,
(주)액토즈소프트,052790,2017/12,
(주)액토즈소프트,052790,2018/12,
(주)액토즈소프트,052790,2019/12,
(주)액토즈소프트,052790,2020/12,
(주)액트로,290740,2018/12,
(주)액트로,290740,2019/12,
(주)액트로,290740,2020/12,
(주)앤디포스,238090,2016/12,
(주)앤디포스,238090,2017/12,
(주)앤디포스,238090,2018/12,
(주)앤디포스,238090,2019/12,
(주)앤디포스,238090,2020/12,
(주)앤씨앤,092600,2011/12,
(주)앤씨앤,092600,2012/12,
(주)앤씨앤,092600,2013/12,
(주)앤씨앤,092600,2014/12,
(주)앤씨앤,092600,2015/12,
(주)앤씨앤,092600,2016/12,
(주)앤씨앤,092600,2017/12,
(주)앤씨앤,092600,2018/12,
(주)앤씨앤,092600,2019/12,
(주)앤씨앤,092600,2020/12,
(주)앱코,129890,2020/12,
(주)야스,255440,2017/12,
(주)야스,255440,2018/12,
(주)야스,255440,2019/12,
(주)야스,255440,2020/12,
(주)어스앤에어로스페이스,263540,2017/12,
(주)어스앤에어로스페이스,263540,2018/12,
(주)어스앤에어로스페이스,263540,2019/12,
(주)어스앤에어로스페이스,263540,2020/12,
(주)얼라인드제네틱스,238120,2016/12,
(주)얼라인드제네틱스,238120,2017/12,
(주)얼라인드제네틱스,238120,2018/12,
(주)얼라인드제네틱스,238120,2019/12,
(주)얼라인드제네틱스,238120,2020/12,
(주)에너토크,019990,2011/12,
(주)에너토크,019990,2012/12,
(주)에너토크,019990,2013/12,
(주)에너토크,019990,2014/12,
(주)에너토크,019990,2015/12,
(주)에너토크,019990,2016/12,
(주)에너토크,019990,2017/12,
(주)에너토크,019990,2018/12,
(주)에너토크,019990,2019/12,
(주)에너토크,019990,2020/12,
(주)에듀언스,009010,2011/12,2013/05/01
(주)에듀언스,009010,2012/12,2013/05/01
(주)에스디생명공학,217480,2017/12,
(주)에스디생명공학,217480,2018/12,
(주)에스디생명공학,217480,2019/12,
(주)에스디생명공학,217480,2020/12,
(주)에스디시스템,121890,2011/12,
(주)에스디시스템,121890,2012/12,
(주)에스디시스템,121890,2013/12,
(주)에스디시스템,121890,2014/12,
(주)에스디시스템,121890,2015/12,
(주)에스디시스템,121890,2016/12,
(주)에스디시스템,121890,2017/12,
(주)에스디시스템,121890,2018/12,
(주)에스디시스템,121890,2019/12,
(주)에스디시스템,121890,2020/12,
(주)에스마크,030270,2011/12,2020/05/21
(주)에스마크,030270,2012/12,2020/05/21
(주)에스마크,030270,2013/12,2020/05/21
(주)에스마크,030270,2014/12,2020/05/21
(주)에스마크,030270,2015/12,2020/05/21
(주)에스마크,030270,2016/12,2020/05/21
(주)에스마크,030270,2017/12,2020/05/21
(주)에스마크,030270,2018/12,2020/05/21
(주)에스마크,030270,2019/12,2020/05/21
(주)에스비에스콘텐츠허브,046140,2011/12,
(주)에스비에스콘텐츠허브,046140,2012/12,
(주)에스비에스콘텐츠허브,046140,2013/12,
(주)에스비에스콘텐츠허브,046140,2014/12,
(주)에스비에스콘텐츠허브,046140,2015/12,
(주)에스비에스콘텐츠허브,046140,2016/12,
(주)에스비에스콘텐츠허브,046140,2017/12,
(주)에스비에스콘텐츠허브,046140,2018/12,
(주)에스비에스콘텐츠허브,046140,2019/12,
(주)에스비에스콘텐츠허브,046140,2020/12,
(주)에스비엠,037630,2011/12,2013/07/24
(주)에스비엠,037630,2012/12,2013/07/24
(주)에스씨디,042110,2011/12,
(주)에스씨디,042110,2012/12,
(주)에스씨디,042110,2013/12,
(주)에스씨디,042110,2014/12,
(주)에스씨디,042110,2015/12,
(주)에스씨디,042110,2016/12,
(주)에스씨디,042110,2017/12,
(주)에스씨디,042110,2018/12,
(주)에스씨디,042110,2019/12,
(주)에스씨디,042110,2020/12,
(주)에스아이리소스,065420,2011/12,
(주)에스아이리소스,065420,2012/12,
(주)에스아이리소스,065420,2013/12,
(주)에스아이리소스,065420,2014/12,
(주)에스아이리소스,065420,2015/12,
(주)에스아이리소스,065420,2016/12,
(주)에스아이리소스,065420,2017/12,
(주)에스아이리소스,065420,2018/12,
(주)에스아이리소스,065420,2019/12,
(주)에스아이리소스,065420,2020/12,
(주)에스앤더블류,103230,2011/12,
(주)에스앤더블류,103230,2012/12,
(주)에스앤더블류,103230,2013/12,
(주)에스앤더블류,103230,2014/12,
(주)에스앤더블류,103230,2015/12,
(주)에스앤더블류,103230,2016/12,
(주)에스앤더블류,103230,2017/12,
(주)에스앤더블류,103230,2018/12,
(주)에스앤더블류,103230,2019/12,
(주)에스앤더블류,103230,2020/12,
(주)에스앤에스텍,101490,2011/12,
(주)에스앤에스텍,101490,2012/12,
(주)에스앤에스텍,101490,2013/12,
(주)에스앤에스텍,101490,2014/12,
(주)에스앤에스텍,101490,2015/12,
(주)에스앤에스텍,101490,2016/12,
(주)에스앤에스텍,101490,2017/12,
(주)에스앤에스텍,101490,2018/12,
(주)에스앤에스텍,101490,2019/12,
(주)에스앤에스텍,101490,2020/12,
(주)에스에너지,095910,2011/12,
(주)에스에너지,095910,2012/12,
(주)에스에너지,095910,2013/12,
(주)에스에너지,095910,2014/12,
(주)에스에너지,095910,2015/12,
(주)에스에너지,095910,2016/12,
(주)에스에너지,095910,2017/12,
(주)에스에너지,095910,2018/12,
(주)에스에너지,095910,2019/12,
(주)에스에너지,095910,2020/12,
(주)에스에스알,275630,2018/12,
(주)에스에스알,275630,2019/12,
(주)에스에스알,275630,2020/12,
(주)에스에스컴텍,036500,2011/12,2017/05/11
(주)에스에스컴텍,036500,2012/12,2017/05/11
(주)에스에스컴텍,036500,2013/12,2017/05/11
(주)에스에스컴텍,036500,2014/12,2017/05/11
(주)에스에스컴텍,036500,2015/12,2017/05/11
(주)에스에스컴텍,036500,2016/12,2017/05/11
(주)에스에이엠티,031330,2011/12,
(주)에스에이엠티,031330,2012/12,
(주)에스에이엠티,031330,2013/12,
(주)에스에이엠티,031330,2014/12,
(주)에스에이엠티,031330,2015/12,
(주)에스에이엠티,031330,2016/12,
(주)에스에이엠티,031330,2017/12,
(주)에스에이엠티,031330,2018/12,
(주)에스에이엠티,031330,2019/12,
(주)에스에이엠티,031330,2020/12,
(주)에스에이티,060540,2011/12,
(주)에스에이티,060540,2012/12,
(주)에스에이티,060540,2013/12,
(주)에스에이티,060540,2014/12,
(주)에스에이티,060540,2015/12,
(주)에스에이티,060540,2016/12,
(주)에스에이티,060540,2017/12,
(주)에스에이티,060540,2018/12,
(주)에스에이티,060540,2019/12,
(주)에스에이티,060540,2020/12,
(주)에스에이티이엔지,351320,2020/12,
(주)에스에프씨,112240,2011/12,2020/06/30
(주)에스에프씨,112240,2012/12,2020/06/30
(주)에스에프씨,112240,2013/12,2020/06/30
(주)에스에프씨,112240,2014/12,2020/06/30
(주)에스에프씨,112240,2015/12,2020/06/30
(주)에스에프씨,112240,2016/12,2020/06/30
(주)에스에프씨,112240,2017/12,2020/06/30
(주)에스에프씨,112240,2018/12,2020/06/30
(주)에스에프씨,112240,2019/12,2020/06/30
(주)에스에프에이,056190,2011/12,
(주)에스에프에이,056190,2012/12,
(주)에스에프에이,056190,2013/12,
(주)에스에프에이,056190,2014/12,
(주)에스에프에이,056190,2015/12,
(주)에스에프에이,056190,2016/12,
(주)에스에프에이,056190,2017/12,
(주)에스에프에이,056190,2018/12,
(주)에스에프에이,056190,2019/12,
(주)에스에프에이,056190,2020/12,
(주)에스에프에이반도체,036540,2011/12,
(주)에스에프에이반도체,036540,2012/12,
(주)에스에프에이반도체,036540,2013/12,
(주)에스에프에이반도체,036540,2014/12,
(주)에스에프에이반도체,036540,2015/12,
(주)에스에프에이반도체,036540,2016/12,
(주)에스에프에이반도체,036540,2017/12,
(주)에스에프에이반도체,036540,2018/12,
(주)에스에프에이반도체,036540,2019/12,
(주)에스에프에이반도체,036540,2020/12,
(주)에스엘바이오닉스,214310,2015/12,
(주)에스엘바이오닉스,214310,2016/12,
(주)에스엘바이오닉스,214310,2017/12,
(주)에스엘바이오닉스,214310,2018/12,
(주)에스엘바이오닉스,214310,2019/12,
(주)에스엘바이오닉스,214310,2020/12,
(주)에스엠라이프디자인그룹,063440,2011/12,
(주)에스엠라이프디자인그룹,063440,2012/12,
(주)에스엠라이프디자인그룹,063440,2013/12,
(주)에스엠라이프디자인그룹,063440,2014/12,
(주)에스엠라이프디자인그룹,063440,2015/12,
(주)에스엠라이프디자인그룹,063440,2016/12,
(주)에스엠라이프디자인그룹,063440,2017/12,
(주)에스엠라이프디자인그룹,063440,2018/12,
(주)에스엠라이프디자인그룹,063440,2019/12,
(주)에스엠라이프디자인그룹,063440,2020/12,
(주)에스엠엔터테인먼트,041510,2011/12,
(주)에스엠엔터테인먼트,041510,2012/12,
(주)에스엠엔터테인먼트,041510,2013/12,
(주)에스엠엔터테인먼트,041510,2014/12,
(주)에스엠엔터테인먼트,041510,2015/12,
(주)에스엠엔터테인먼트,041510,2016/12,
(주)에스엠엔터테인먼트,041510,2017/12,
(주)에스엠엔터테인먼트,041510,2018/12,
(주)에스엠엔터테인먼트,041510,2019/12,
(주)에스엠엔터테인먼트,041510,2020/12,
(주)에스엠컬처앤콘텐츠,048550,2011/12,
(주)에스엠컬처앤콘텐츠,048550,2012/12,
(주)에스엠컬처앤콘텐츠,048550,2013/12,
(주)에스엠컬처앤콘텐츠,048550,2014/12,
(주)에스엠컬처앤콘텐츠,048550,2015/12,
(주)에스엠컬처앤콘텐츠,048550,2016/12,
(주)에스엠컬처앤콘텐츠,048550,2017/12,
(주)에스엠컬처앤콘텐츠,048550,2018/12,
(주)에스엠컬처앤콘텐츠,048550,2019/12,
(주)에스엠컬처앤콘텐츠,048550,2020/12,
(주)에스엠코어,007820,2011/12,
(주)에스엠코어,007820,2012/12,
(주)에스엠코어,007820,2013/12,
(주)에스엠코어,007820,2014/12,
(주)에스엠코어,007820,2015/12,
(주)에스엠코어,007820,2016/12,
(주)에스엠코어,007820,2017/12,
(주)에스엠코어,007820,2018/12,
(주)에스엠코어,007820,2019/12,
(주)에스엠코어,007820,2020/12,
(주)에스와이이노베이션,194860,2014/12,2017/04/12
(주)에스와이이노베이션,194860,2015/12,2017/04/12
(주)에스와이제이,251540,2017/12,2018/09/07
(주)에스제이그룹,306040,2019/12,
(주)에스제이그룹,306040,2020/12,
(주)에스지엔지,040610,2011/12,
(주)에스지엔지,040610,2012/12,
(주)에스지엔지,040610,2013/12,
(주)에스지엔지,040610,2014/12,
(주)에스지엔지,040610,2015/12,
(주)에스지엔지,040610,2016/12,
(주)에스지엔지,040610,2017/12,
(주)에스지엔지,040610,2018/12,
(주)에스지엔지,040610,2019/12,
(주)에스지엔지,040610,2020/12,
(주)에스코넥,096630,2011/12,
(주)에스코넥,096630,2012/12,
(주)에스코넥,096630,2013/12,
(주)에스코넥,096630,2014/12,
(주)에스코넥,096630,2015/12,
(주)에스코넥,096630,2016/12,
(주)에스코넥,096630,2017/12,
(주)에스코넥,096630,2018/12,
(주)에스코넥,096630,2019/12,
(주)에스코넥,096630,2020/12,
(주)에스텍파마,041910,2011/12,
(주)에스텍파마,041910,2012/12,
(주)에스텍파마,041910,2013/12,
(주)에스텍파마,041910,2014/12,
(주)에스텍파마,041910,2015/12,
(주)에스텍파마,041910,2016/12,
(주)에스텍파마,041910,2017/12,
(주)에스텍파마,041910,2018/12,
(주)에스텍파마,041910,2019/12,
(주)에스텍파마,041910,2020/12,
(주)에스티아이,039440,2011/12,
(주)에스티아이,039440,2012/12,
(주)에스티아이,039440,2013/12,
(주)에스티아이,039440,2014/12,
(주)에스티아이,039440,2015/12,
(주)에스티아이,039440,2016/12,
(주)에스티아이,039440,2017/12,
(주)에스티아이,039440,2018/12,
(주)에스티아이,039440,2019/12,
(주)에스티아이,039440,2020/12,
(주)에스티오,098660,2011/12,
(주)에스티오,098660,2012/12,
(주)에스티오,098660,2013/12,
(주)에스티오,098660,2014/12,
(주)에스티오,098660,2015/12,
(주)에스티오,098660,2016/12,
(주)에스티오,098660,2017/12,
(주)에스티오,098660,2018/12,
(주)에스티오,098660,2019/12,
(주)에스티오,098660,2020/12,
(주)에스티큐브,052020,2011/12,
(주)에스티큐브,052020,2012/12,
(주)에스티큐브,052020,2013/12,
(주)에스티큐브,052020,2014/12,
(주)에스티큐브,052020,2015/12,
(주)에스티큐브,052020,2016/12,
(주)에스티큐브,052020,2017/12,
(주)에스티큐브,052020,2018/12,
(주)에스티큐브,052020,2019/12,
(주)에스티큐브,052020,2020/12,
(주)에스폴리텍,050760,2011/12,
(주)에스폴리텍,050760,2012/12,
(주)에스폴리텍,050760,2013/12,
(주)에스폴리텍,050760,2014/12,
(주)에스폴리텍,050760,2015/12,
(주)에스폴리텍,050760,2016/12,
(주)에스폴리텍,050760,2017/12,
(주)에스폴리텍,050760,2018/12,
(주)에스폴리텍,050760,2019/12,
(주)에스폴리텍,050760,2020/12,
(주)에스피시스템스,317830,2019/12,
(주)에스피시스템스,317830,2020/12,
(주)에스피지,058610,2011/12,
(주)에스피지,058610,2012/12,
(주)에스피지,058610,2013/12,
(주)에스피지,058610,2014/12,
(주)에스피지,058610,2015/12,
(주)에스피지,058610,2016/12,
(주)에스피지,058610,2017/12,
(주)에스피지,058610,2018/12,
(주)에스피지,058610,2019/12,
(주)에스피지,058610,2020/12,
(주)에쎈테크,043340,2011/12,
(주)에쎈테크,043340,2012/12,
(주)에쎈테크,043340,2013/12,
(주)에쎈테크,043340,2014/12,
(주)에쎈테크,043340,2015/12,
(주)에쎈테크,043340,2016/12,
(주)에쎈테크,043340,2017/12,
(주)에쎈테크,043340,2018/12,
(주)에쎈테크,043340,2019/12,
(주)에쎈테크,043340,2020/12,
(주)에이디모터스,038120,2011/12,2013/01/30
(주)에이디칩스,054630,2011/12,
(주)에이디칩스,054630,2012/12,
(주)에이디칩스,054630,2013/12,
(주)에이디칩스,054630,2014/12,
(주)에이디칩스,054630,2015/12,
(주)에이디칩스,054630,2016/12,
(주)에이디칩스,054630,2017/12,
(주)에이디칩스,054630,2018/12,
(주)에이디칩스,054630,2019/12,
(주)에이디칩스,054630,2020/12,
(주)에이디테크놀로지,200710,2014/12,
(주)에이디테크놀로지,200710,2015/12,
(주)에이디테크놀로지,200710,2016/12,
(주)에이디테크놀로지,200710,2017/12,
(주)에이디테크놀로지,200710,2018/12,
(주)에이디테크놀로지,200710,2019/12,
(주)에이디테크놀로지,200710,2020/12,
(주)에이루트,096690,2011/12,
(주)에이루트,096690,2012/12,
(주)에이루트,096690,2013/12,
(주)에이루트,096690,2014/12,
(주)에이루트,096690,2015/12,
(주)에이루트,096690,2016/12,
(주)에이루트,096690,2017/12,
(주)에이루트,096690,2018/12,
(주)에이루트,096690,2019/12,
(주)에이루트,096690,2020/12,
(주)에이비프로바이오,195990,2015/12,
(주)에이비프로바이오,195990,2016/12,
(주)에이비프로바이오,195990,2017/12,
(주)에이비프로바이오,195990,2018/12,
(주)에이비프로바이오,195990,2019/12,
(주)에이비프로바이오,195990,2020/12,
(주)에이스침대,003800,2011/12,
(주)에이스침대,003800,2012/12,
(주)에이스침대,003800,2013/12,
(주)에이스침대,003800,2014/12,
(주)에이스침대,003800,2015/12,
(주)에이스침대,003800,2016/12,
(주)에이스침대,003800,2017/12,
(주)에이스침대,003800,2018/12,
(주)에이스침대,003800,2019/12,
(주)에이스침대,003800,2020/12,
(주)에이스테크놀로지,088800,2011/12,
(주)에이스테크놀로지,088800,2012/12,
(주)에이스테크놀로지,088800,2013/12,
(주)에이스테크놀로지,088800,2014/12,
(주)에이스테크놀로지,088800,2015/12,
(주)에이스테크놀로지,088800,2016/12,
(주)에이스테크놀로지,088800,2017/12,
(주)에이스테크놀로지,088800,2018/12,
(주)에이스테크놀로지,088800,2019/12,
(주)에이스테크놀로지,088800,2020/12,
(주)에이스토리,241840,2019/12,
(주)에이스토리,241840,2020/12,
(주)에이제이에스,013340,2011/12,2014/09/02
(주)에이제이에스,013340,2012/12,2014/09/02
(주)에이제이에스,013340,2013/12,2014/09/02
(주)에이치비테크놀러지,078150,2011/12,
(주)에이치비테크놀러지,078150,2012/12,
(주)에이치비테크놀러지,078150,2013/12,
(주)에이치비테크놀러지,078150,2014/12,
(주)에이치비테크놀러지,078150,2015/12,
(주)에이치비테크놀러지,078150,2016/12,
(주)에이치비테크놀러지,078150,2017/12,
(주)에이치비테크놀러지,078150,2018/12,
(주)에이치비테크놀러지,078150,2019/12,
(주)에이치비테크놀러지,078150,2020/12,
(주)에이치시티,072990,2016/12,
(주)에이치시티,072990,2017/12,
(주)에이치시티,072990,2018/12,
(주)에이치시티,072990,2019/12,
(주)에이치시티,072990,2020/12,
(주)에이치알에스,036640,2011/12,
(주)에이치알에스,036640,2012/12,
(주)에이치알에스,036640,2013/12,
(주)에이치알에스,036640,2014/12,
(주)에이치알에스,036640,2015/12,
(주)에이치알에스,036640,2016/12,
(주)에이치알에스,036640,2017/12,
(주)에이치알에스,036640,2018/12,
(주)에이치알에스,036640,2019/12,
(주)에이치알에스,036640,2020/12,
(주)에이치앤비디자인,227100,2018/12,
(주)에이치앤비디자인,227100,2019/12,
(주)에이치앤비디자인,227100,2020/12,
(주)에이치앤아이,103650,2013/12,2016/07/14
(주)에이치앤아이,103650,2014/12,2016/07/14
(주)에이치앤아이,103650,2015/12,2016/07/14
(주)에이치엘사이언스,239610,2016/12,
(주)에이치엘사이언스,239610,2017/12,
(주)에이치엘사이언스,239610,2018/12,
(주)에이치엘사이언스,239610,2019/12,
(주)에이치엘사이언스,239610,2020/12,
(주)에이치케이,044780,2011/12,
(주)에이치케이,044780,2012/12,
(주)에이치케이,044780,2013/12,
(주)에이치케이,044780,2014/12,
(주)에이치케이,044780,2015/12,
(주)에이치케이,044780,2016/12,
(주)에이치케이,044780,2017/12,
(주)에이치케이,044780,2018/12,
(주)에이치케이,044780,2019/12,
(주)에이치케이,044780,2020/12,
(주)에이텍,045660,2011/12,
(주)에이텍,045660,2012/12,
(주)에이텍,045660,2013/12,
(주)에이텍,045660,2014/12,
(주)에이텍,045660,2015/12,
(주)에이텍,045660,2016/12,
(주)에이텍,045660,2017/12,
(주)에이텍,045660,2018/12,
(주)에이텍,045660,2019/12,
(주)에이텍,045660,2020/12,
(주)에이텍티앤,224110,2015/12,
(주)에이텍티앤,224110,2016/12,
(주)에이텍티앤,224110,2017/12,
(주)에이텍티앤,224110,2018/12,
(주)에이텍티앤,224110,2019/12,
(주)에이텍티앤,224110,2020/12,
(주)에이트원,230980,2016/12,
(주)에이트원,230980,2017/12,
(주)에이트원,230980,2018/12,
(주)에이트원,230980,2019/12,
(주)에이트원,230980,2020/12,
(주)에이티세미콘,089530,2011/12,
(주)에이티세미콘,089530,2012/12,
(주)에이티세미콘,089530,2013/12,
(주)에이티세미콘,089530,2014/12,
(주)에이티세미콘,089530,2015/12,
(주)에이티세미콘,089530,2016/12,
(주)에이티세미콘,089530,2017/12,
